elapsed_ms,offered_rps,admitted_rps,accepted_rps,capacity_rps,rejection_probability,failure_ratio
185,75.3842239665294,75.3842239665294,75.3842239665294,150.0,0.0,0.0
265,338.59142830718395,313.51058176591107,175.5659257889102,150.0,0.34285714285714286,0.35294117647058826
326,363.09397325895407,198.05125814124767,148.53844360593575,150.0,0.47368421052631576,0.4864864864864865
377,447.84874395465044,233.66021423720892,155.7734761581393,150.0,0.6,0.6136363636363636
427,696.1202849709599,238.66981199004343,139.22405699419198,150.0,0.7014925373134329,0.7121212121212122
477,798.61839018498,259.5509768101185,139.7582182823715,150.0,0.8024691358024691,0.8125
529,619.3008956039255,77.41261195049069,77.41261195049069,150.0,0.8356164383561644,0.8472222222222222
580,785.4084308411356,19.63521077102839,19.63521077102839,150.0,0.9178082191780822,0.9305555555555556
638,276.0002642012529,51.75004953773492,51.75004953773492,150.0,0.8923076923076924,0.90625
697,559.0184489809526,135.51962399538243,135.51962399538243,150.0,0.7551020408163265,0.75
750,607.4358615592168,132.8765947160787,132.8765947160787,150.0,0.7142857142857143,0.7291666666666666
802,739.210960155809,170.58714465134054,170.58714465134054,150.0,0.7368421052631579,0.75
853,796.2047626062752,79.62047626062751,79.62047626062751,150.0,0.8271604938271605,0.8375
904,623.4039398038038,194.8137311886887,194.8137311886887,150.0,0.7945205479452054,0.8055555555555556
955,783.7720007249892,137.1601001268731,137.1601001268731,150.0,0.7752808988764045,0.7840909090909091
1006,746.9636174661716,137.59856111218951,137.59856111218951,150.0,0.8133333333333334,0.8205128205128205
1058,652.7154122599497,57.59253637587792,57.59253637587792,150.0,0.8461538461538461,0.859375
1108,799.0577830245687,119.85866745368531,119.85866745368531,150.0,0.8554216867469879,0.8658536585365854
1162,596.6512909007489,55.93605852194521,55.93605852194521,150.0,0.863013698630137,0.875
1212,790.7189364830303,98.8398670603788,98.8398670603788,150.0,0.8615384615384616,0.875
1262,716.7007826193371,79.63342029103745,79.63342029103745,150.0,0.8470588235294118,0.8571428571428571
1313,716.7703617685361,99.5514391345189,99.5514391345189,150.0,0.863013698630137,0.875
1365,615.5074209517765,134.6422483332011,134.6422483332011,150.0,0.8314606741573034,0.8409090909090909
1416,560.2367088960218,135.2295504231777,135.2295504231777,150.0,0.75,0.7611940298507462
1467,716.2611169694196,179.0652792423549,179.0652792423549,150.0,0.7413793103448276,0.7543859649122807
1517,794.4915359440087,278.07203758040305,238.34746078320262,150.0,0.7159090909090909,0.7241379310344828
1568,613.1854614834772,98.90088088443181,98.90088088443181,150.0,0.7468354430379747,0.7564102564102564
1618,656.7572610236955,119.41041109521736,119.41041109521736,150.0,0.8153846153846154,0.828125
1671,734.3693439438028,112.97989906827736,112.97989906827736,150.0,0.8375,0.8481012658227848
1721,713.5176917702671,178.37942294256678,178.37942294256678,150.0,0.7894736842105263,0.8
1771,759.0600407703133,139.82684961558402,119.85158538478632,150.0,0.7887323943661971,0.8
1821,778.9399873076723,219.70102206113833,239.67384224851452,150.0,0.7714285714285715,0.782608695652174
1872,631.0345762578171,118.3189830483407,98.59915254028391,150.0,0.7654320987654321,0.775
1923,782.1857202219453,254.2103590721322,215.10107306103495,150.0,0.7530864197530864,0.7625
1975,772.8721862621968,135.25263259588445,135.25263259588445,150.0,0.7671232876712328,0.7777777777777778
2030,731.3845445865915,109.70768168798871,109.70768168798871,150.0,0.796875,0.8125
2080,635.0014842167504,138.90657467241414,138.90657467241414,150.0,0.8082191780821918,0.8194444444444444
2130,796.4114972193692,39.820574860968456,39.820574860968456,150.0,0.8641975308641975,0.875
2181,796.7314093929654,79.67314093929653,79.67314093929653,150.0,0.9178082191780822,0.9305555555555556
2231,657.9406457787127,79.75038130651062,79.75038130651062,150.0,0.8902439024390244,0.9012345679012346
2282,768.1714501950329,78.78681540461875,78.78681540461875,150.0,0.8888888888888888,0.9
2332,790.5945496332689,138.35404618582206,138.35404618582206,150.0,0.8356164383561644,0.8472222222222222
2384,770.6071180016231,57.795533850121735,57.795533850121735,150.0,0.8769230769230769,0.890625
2439,726.432931180668,54.4824698385501,54.4824698385501,150.0,0.9135802469135802,0.9365079365079365
2493,747.0683404110276,56.03012553082707,56.03012553082707,150.0,0.9135802469135802,0.90625
2545,761.6913722532743,38.084568612663716,38.084568612663716,150.0,0.9538461538461539,0.96875
2602,562.0983214655056,87.82786272898524,87.82786272898524,150.0,0.8904109589041096,0.9027777777777778
2653,781.7073904297363,136.79879332520383,136.79879332520383,150.0,0.821917808219178,0.8333333333333334
2704,792.3112845251624,118.84669267877435,118.84669267877435,150.0,0.8144329896907216,0.8229166666666666
2756,627.4251288365217,228.1545923041897,228.1545923041897,150.0,0.7439024390243902,0.7530864197530864
2807,773.4425069246903,118.99115491149081,118.99115491149081,150.0,0.7397260273972602,0.75
2858,784.6034595481111,196.15086488702778,137.30560542091945,150.0,0.8089887640449438,0.8181818181818182
2908,677.8669830790246,179.43537787385944,179.43537787385944,150.0,0.7733333333333333,0.7837837837837838
2959,746.7422044879245,216.16221708860974,157.20888515535253,150.0,0.7865168539325843,0.7954545454545454
3010,778.2719545265036,97.28399431581295,97.28399431581295,150.0,0.8271604938271605,0.8375
3061,791.5697818235789,118.73546727353683,118.73546727353683,150.0,0.863013698630137,0.875
3112,784.1036010996818,117.61554016495226,117.61554016495226,150.0,0.8426966292134831,0.8522727272727273
3162,712.9642266040344,59.4136855503362,59.4136855503362,150.0,0.8518518518518519,0.8641975308641975
3231,635.4819222652227,43.32831288171973,43.32831288171973,150.0,0.9041095890410958,0.9178082191780822
3287,724.6907332473379,181.17268331183448,181.17268331183448,150.0,0.821917808219178,0.8333333333333334
3343,709.4515242681285,70.94515242681285,70.94515242681285,150.0,0.8157894736842105,0.8266666666666667
3393,795.6451635008045,119.34677452512068,119.34677452512068,150.0,0.8493150684931506,0.8611111111111112
3444,627.0457612901843,58.78554012095477,58.78554012095477,150.0,0.8641975308641975,0.875
3497,723.6240279586997,95.21368788930259,95.21368788930259,150.0,0.8732394366197183,0.8857142857142857
3548,677.9655501297219,38.74088857884125,38.74088857884125,150.0,0.8888888888888888,0.898876404494382
3599,766.369475134376,58.95149808725969,58.95149808725969,150.0,0.9259259259259259,0.9375
3650,797.568087290956,99.6960109113695,99.6960109113695,150.0,0.9072164948453608,0.9166666666666666
3701,627.3489808284504,98.02327825444539,98.02327825444539,150.0,0.8518518518518519,0.8625
3752,780.7372599537902,136.62902049191328,136.62902049191328,150.0,0.821917808219178,0.8333333333333334
3803,785.2972718281966,137.4270225699344,137.4270225699344,150.0,0.8202247191011236,0.8295454545454546
3854,625.5482710676594,136.83868429605047,136.83868429605047,150.0,0.7945205479452054,0.8055555555555556
3904,796.1638279047302,298.5614354642738,238.84914837141903,150.0,0.7303370786516854,0.7386363636363636
3956,718.0416822032128,194.06531951438183,174.65878756294364,150.0,0.717948717948718,0.7272727272727273
4007,685.2913585719092,58.73925930616364,97.89876551027274,150.0,0.8539325842696629,0.8636363636363636
4068,736.8533088807199,163.74517975127108,114.62162582588975,150.0,0.8352941176470589,0.8452380952380952
4118,691.9206775018413,118.61497328602994,138.38413550036827,150.0,0.7945205479452054,0.8055555555555556
4169,628.565859028942,157.1414647572355,157.1414647572355,150.0,0.7777777777777778,0.7875
4221,776.386213321817,232.91586399654508,232.91586399654508,150.0,0.7123287671232876,0.7222222222222222
4272,786.760148458493,196.69003711462324,118.01402226877394,150.0,0.7808219178082192,0.7916666666666666
4323,662.3441051394124,19.480708974688596,19.480708974688596,150.0,0.8674698795180723,0.8780487804878049
4373,755.3470620974796,39.75510853144629,39.75510853144629,150.0,0.9452054794520548,0.9583333333333334
4424,782.7335552669965,19.56833888167491,19.56833888167491,150.0,0.9484536082474226,0.9583333333333334
4475,627.6217304217569,0.0,0.0,150.0,0.9629629629629629,0.975
4525,798.3626858693118,19.959067146732796,19.959067146732796,150.0,0.9690721649484536,0.9791666666666666
4578,603.6502010824844,0.0,0.0,150.0,0.9753086419753086,0.9875
4629,792.3740652165059,19.80935163041265,19.80935163041265,150.0,0.9726027397260274,0.9861111111111112
4679,794.5967421533571,0.0,0.0,150.0,0.9775280898876404,0.9886363636363636
4729,637.5142173141331,19.92231929106666,19.92231929106666,150.0,0.9726027397260274,0.9861111111111112
4780,796.6223213574444,0.0,0.0,150.0,0.979381443298969,0.9895833333333334
