elapsed_ms,offered_rps,admitted_rps,accepted_rps,capacity_rps,rejection_probability,failure_ratio
135,51.56518760520219,58.93164297737393,66.29809834954568,1200.0,0.0,0.0
245,265.1212426411828,255.9791308259696,246.8370190107564,1200.0,0.0,0.0
303,328.3237579149354,328.3237579149354,311.0435601299388,1200.0,0.0,0.0
364,292.95225713122693,276.6771317350477,292.95225713122693,1200.0,0.0,0.0
416,693.1930731603865,712.4484363037305,712.4484363037305,1200.0,0.0,0.0
466,774.5529563345772,774.5529563345772,774.5529563345772,1200.0,0.0,0.0
518,678.5723806500238,678.5723806500238,678.5723806500238,1200.0,0.0,0.0
569,780.4706725949918,780.4706725949918,780.4706725949918,1200.0,0.0,0.0
639,343.0427534898347,343.0427534898347,343.0427534898347,1200.0,0.0,0.0
696,560.4039545815712,560.4039545815712,560.4039545815712,1200.0,0.0,0.0
750,596.7509744010989,596.7509744010989,596.7509744010989,1200.0,0.0,0.0
802,761.4853357818133,761.4853357818133,761.4853357818133,1200.0,0.0,0.0
853,795.5021038246389,795.5021038246389,795.5021038246389,1200.0,0.0,0.0
904,639.2050613418947,639.2050613418947,639.2050613418947,1200.0,0.0,0.0
955,766.8736838899089,766.8736838899089,766.8736838899089,1200.0,0.0,0.0
1006,728.4468332250507,728.4468332250507,728.4468332250507,1200.0,0.0,0.0
1057,683.1701044762282,683.1701044762282,683.1701044762282,1200.0,0.0,0.0
1108,788.4006553580448,788.4006553580448,788.4006553580448,1200.0,0.0,0.0
1159,621.9731409839931,621.9731409839931,621.9731409839931,1200.0,0.0,0.0
1212,756.706906132873,756.706906132873,756.706906132873,1200.0,0.0,0.0
1262,676.957644034486,676.957644034486,657.0471250922952,1200.0,0.0,0.0
1313,755.7983807576596,755.7983807576596,775.6878118302296,1200.0,0.0,0.0
1365,612.4069866221416,612.4069866221416,612.4069866221416,1200.0,0.0,0.0
1418,601.6710510937553,601.6710510937553,601.6710510937553,1200.0,0.0,0.0
1468,634.8781207607625,634.8781207607625,634.8781207607625,1200.0,0.0,0.0
1519,796.925191656026,796.925191656026,796.925191656026,1200.0,0.0,0.0
1569,637.4830003703179,637.4830003703179,617.5616566087455,130.0,0.0,0.013888888888888888
1621,614.8535238293016,614.8535238293016,115.28503571799406,130.0,0.0,0.3375
1671,778.7941618474451,718.8869186284109,139.7835675110799,130.0,0.47435897435897434,0.7402597402597403
1721,654.7581113220534,317.4584782167532,119.04692933128244,130.0,0.6153846153846154,0.8125
1771,798.6635802578829,259.56566358381195,139.7661265451295,130.0,0.6292134831460674,0.8181818181818182
1821,799.3931167336382,279.78759085677336,139.89379542838668,130.0,0.6419753086419753,0.825
1873,724.4437867452084,254.53430345101918,137.05693262747187,130.0,0.6451612903225806,0.8260869565217391
1923,648.7883916107179,235.9230514948065,117.96152574740324,130.0,0.6075949367088608,0.8076923076923077
1975,774.7633693505974,271.16717927270906,116.21450540258961,130.0,0.647887323943662,0.8285714285714286
2029,734.8517207012322,220.45551621036967,146.97034414024645,130.0,0.6428571428571429,0.8194444444444444
2080,630.442491823949,256.11726230347927,118.20796721699043,130.0,0.6172839506172839,0.8125
2130,796.2107058571131,278.6737470499896,139.3368735249948,130.0,0.6172839506172839,0.8125
2181,797.0522298562335,259.04197470327586,139.48414022484084,130.0,0.6301369863013698,0.8194444444444444
2231,656.5737878712755,198.96175390038653,99.48087695019326,130.0,0.6463414634146342,0.8271604938271605
2282,770.4705581764835,197.5565533785855,118.53393202715131,130.0,0.6666666666666666,0.8375
2332,791.1542311264521,375.7982597850648,158.23084622529043,130.0,0.6575342465753424,0.8333333333333334
2382,795.5139694440697,278.4298893054244,119.32709541661046,130.0,0.6741573033707865,0.8409090909090909
2439,706.6690460213447,176.66726150533617,141.33380920426893,130.0,0.6419753086419753,0.825
