elapsed_ms,offered_rps,admitted_rps,accepted_rps,capacity_rps,rejection_probability,failure_ratio
134,66.91167889602748,74.34630988447498,89.21557186136998,150.0,0.0,0.0
244,273.0578390295459,254.85398309424284,145.63084748242449,150.0,0.0,0.32142857142857145
316,278.6351303339506,264.70337381725307,125.38580865027777,150.0,0.1896551724137931,0.4642857142857143
368,442.5857212532781,327.1285765785099,173.1857170121523,150.0,0.40476190476190477,0.6097560975609756
418,632.5011798617712,316.2505899308856,158.1252949654428,150.0,0.5614035087719298,0.7142857142857143
469,784.865824734556,412.05455798564185,137.35151932854728,150.0,0.6893939393939394,0.8
521,757.875094683376,213.75964209018298,174.8942526192406,150.0,0.6744186046511628,0.788235294117647
573,636.1466262455244,77.10868196915447,57.83151147686586,150.0,0.7469135802469136,0.8375
649,405.2029364141828,52.28424985989455,52.28424985989455,150.0,0.8203125,0.8888888888888888
699,637.4015179796826,219.10677180551588,219.10677180551588,150.0,0.5729166666666666,0.723404255319149
750,473.5580384641992,276.2421891041162,177.5842644240747,150.0,0.5277777777777778,0.6901408450704225
802,762.927447983845,419.6100963911148,152.585489596769,150.0,0.6172839506172839,0.75
852,797.7052572406011,179.48368287913524,139.5984200171052,150.0,0.6986301369863014,0.8055555555555556
904,645.1397478262114,312.79502924907223,175.9472039526031,150.0,0.6882352941176471,0.7976190476190477
955,759.3636548149341,233.65035532767203,116.82517766383602,150.0,0.691358024691358,0.8
1006,749.6159451202221,177.54061858110524,177.54061858110524,150.0,0.6736842105263158,0.7872340425531915
1057,659.554905967257,310.3787792787092,135.79071593443527,150.0,0.6728395061728395,0.7875
1108,792.0131963654752,277.20461872791634,138.60230936395817,150.0,0.6986301369863014,0.8055555555555556
1159,638.6926881938489,290.31485826993134,154.8345910772967,150.0,0.6724137931034483,0.7894736842105263
1212,740.0432166263042,246.6810722087681,151.80373674385729,150.0,0.6575342465753424,0.7777777777777778
1262,715.405309400376,178.851327350094,158.978957644528,150.0,0.6753246753246753,0.7894736842105263
1313,715.3644384389158,278.19728161513393,158.96987520864795,150.0,0.6685393258426966,0.7840909090909091
1365,618.110136370742,251.10724290061395,135.2115923310998,150.0,0.636986301369863,0.7638888888888888
1416,578.8386320607605,308.7139370990722,173.65158961822814,150.0,0.5967741935483871,0.7377049180327869
1467,753.6361606053396,297.4879581336867,138.82771379572046,150.0,0.6363636363636364,0.7631578947368421
1517,776.9195141264885,278.89418455822664,159.36810546184378,150.0,0.691358024691358,0.8
1568,553.8915072131708,138.4728768032927,98.90919771663765,150.0,0.6985294117647058,0.8059701492537313
1618,717.7158692461243,179.42896731153107,159.4924153880276,150.0,0.691358024691358,0.8
1671,642.1288459858685,169.97528276096517,151.08914023196905,150.0,0.6666666666666666,0.7837837837837838
1721,769.8419356589798,315.8325889882994,157.9162944941497,150.0,0.6666666666666666,0.7846153846153846
1771,778.9503643839926,239.67703519507464,159.78469013004977,150.0,0.7076923076923077,0.8125
1821,798.5021377499232,279.47574821247315,159.70042754998465,150.0,0.6988636363636364,0.8045977011494253
1872,630.7163846201545,197.09887019379826,137.9692091356588,150.0,0.678082191780822,0.7916666666666666
1924,778.7365972130964,292.02622395491113,155.74731944261927,150.0,0.678082191780822,0.7916666666666666
1975,775.7682277605867,193.94205694014667,155.15364555211735,150.0,0.6615384615384615,0.78125
2030,732.5621590438232,219.76864771314698,164.8264857848602,150.0,0.6583333333333333,0.765625
